url,job_type,title,date_posted,salary,description,tags,job_id
https://www.onlinejobs.ph/jobseekers/job/Claude-Design-Email-Designer-needed-1627396,Part Time,Claude Design Email Designer needed,2026-04-20 02:40:12,400 CAD/Month + BONUS,Hello there! We are a growing Email Marketing Agency with multiple e-commerce clients looking for an enthusiastic and professional Email Graphic Designer who specializes in designing with Claude Design. Claude Design is Anthropic's brand new AI design product that just…,"Graphic Design, AI Tools",
https://www.onlinejobs.ph/jobseekers/job/Motion-Designer-Video-Editor-for-YouTube-UI-Based-Explainer-Videos-Clean-SaaS-Style-1627395,Part Time,Motion Designer / Video Editor for YouTube (UI-Based Explainer Videos – Clean SaaS Style),2026-04-20 02:39:24,10,"We’re building a YouTube channel focused on clear, simple cybersecurity explanations. This is not a typical editing role. We are looking for someone who can combine: - motion design (UI-based animations) - video editing (pacing, flow, timing) into clean, minimal,…",,
https://www.onlinejobs.ph/jobseekers/job/Ethical-Hacker-for-educational-videos-1534337,Part Time,Ethical Hacker (for educational videos),2026-04-20 02:29:43,share your rate,Hi! For my Youtube videos I am looking for a person that has the ability to hack. You will create tutorial videos (documentation and screen record it). We will create videos like this: https://www.youtube.com/@zSecurity/videos You don't have to do the…,Cybersecurity,
https://www.onlinejobs.ph/jobseekers/job/AI-Expert-Build-Educational-content-1553619,Full Time,AI Expert - Build Educational content,2026-04-20 02:29:43,share your rate,"Hi, We are building courses around AI tools. You will: Build educational content around AI tools. We want to create courses about Lovable, Base44, Cursor etc. This role includes the following: 1. You will do research on which problems users…","Research Writing, AI Tools, Research",
https://www.onlinejobs.ph/jobseekers/job/Fengshui-expert-Interior-Designer-1561422,Gig,Fengshui expert (Interior Designer),2026-04-20 02:29:43,share your rate,"Hi, For my apartment I am looking for a Fengshui expert that can help me to structure the items in my apartment. Please respond with your experience & work you created so far.","Architectural Services, Design",
https://www.onlinejobs.ph/jobseekers/job/SEO-Expert-1567631,Part Time,SEO Expert,2026-04-20 02:29:43,share your rate,"Hi, For my Youtube channel I am looking for an SEO expert. You will: - Add timestamps > In my Youtube video description there needs to be timestamps. You need to match SEO keywords with what it being told in…","SEO, Content Management, Keyword Research",
https://www.onlinejobs.ph/jobseekers/job/Researcher-Outline-writer-for-Youtube-videos-1599838,Full Time,Researcher & Outline writer for Youtube videos,2026-04-20 02:29:43,share your rate,We are looking for a researcher and outline writer to help us create YouTube tutorial videos. Your role will be to research a topic and create a structured outline that our production team can use to record the video. You…,"Research Writing, Product Research, Research",
https://www.onlinejobs.ph/jobseekers/job/CRM-System-Builder-Gmail-1625225,Any,CRM System Builder (Gmail),2026-04-20 02:29:43,share your rate,"I’m looking for someone who can turn my Gmail inbox into a structured CRM system. I run a YouTube channel and receive a high volume of emails daily. Most get archived, but many of them are valuable long-term (brands, partnerships,…",CRM,
https://www.onlinejobs.ph/jobseekers/job/Sales-Representative-Commission-Based-Remote-1627392,Part Time,"Sales Representative (Commission-Based, Remote)",2026-04-20 02:29:01,$339/Month,"We're looking for a sales rep to handle inbound customer enquiries for a bespoke mechanical keyboard brand. No fixed hours, fully remote, and all processes will be taught. What you'll do: -Respond to inbound customer enquiries via WhatsApp -Guide customers…","Inbound Sales, Sales Support, Sales",
https://www.onlinejobs.ph/jobseekers/job/VAemail-marketingvideo-editorfamiliar-with-Warriorplusjvzoo-1627391,Full Time,VA/email marketing/video editor/familiar with Warriorplus/jvzoo,2026-04-20 02:28:11,,About the role I'm a solo digital entrepreneur running an affiliate marketing and digital product business. I promote offers on WarriorPlus and JVZoo to an email list and an online Skool community. I need a reliable full-time VA who can…,"Email Marketing, Video Editing, Virtual Assistant",
https://www.onlinejobs.ph/jobseekers/job/Inbound-Sales-Customer-Support-Phone-Text-1627390,Full Time,Inbound Sales & Customer Support (Phone + Text),2026-04-20 02:25:40,$800-$1200,"Hi, my name is Chase — I’m the owner of 31 Auto Detailing Co., a growing mobile auto detailing company based in New Jersey. We’re currently looking for a long-term Inbound Sales & Customer Support Representative to handle incoming calls…","Phone Support, Sales Support, Customer Service",
https://www.onlinejobs.ph/jobseekers/job/HIRING-NOW-Vuejs-Frontend-Developer-Landing-Pages-Tracking-Integrations-Fast-Growing-Marketing-CANADIAN-Company-1549679,Part Time,"HIRING NOW!! Vue.js Frontend Developer (Landing Pages, Tracking & Integrations – Fast Growing Marketing CANADIAN Company",2026-04-20 02:22:47,1200,"Hey there! I'm looking for a Vue.js Frontend Developer to work on existing client websites and landing pages. In the beginning, this is an on-call / part-time role, but it can grow into a full-time position if you prove to…",Vue JS,
https://www.onlinejobs.ph/jobseekers/job/HIRING-NOW-Frontend-Grafana-Dashboard-Developer-Data-Visualization-Fast-Growing-Marketing-CANADIAN-Company-1580072,Part Time,HIRING NOW!! Frontend Grafana Dashboard Developer – Data Visualization – Fast Growing Marketing CANADIAN Company,2026-04-20 02:22:43,1100,"Hey there! I'm looking for a HIGHLY TEACHABLE (Willing to Learn) junior to mid-level Grafana / Frontend Analytics Developer with excellent written English to build and refine client dashboards and analytics interfaces. In the beginning, this is an on-call/part-time job,…",Web Programming,
https://www.onlinejobs.ph/jobseekers/job/OMG-NEEDED-NOW-Awesome-WordPress-Designer-Landing-Page-Designer-Fast-Growing-Marketing-CANADIAN-Company-1612881,Any,OMG!! NEEDED NOW!! Awesome WordPress Designer – Landing Page Designer – Fast Growing Marketing CANADIAN Company,2026-04-20 02:22:41,1000,"Hey there! I'm looking for an Experienced WordPress Designer with excellent written English to create engaging, high-converting landing pages for our marketing campaigns. In the beginning, this is an on-call/part-time job, but it can grow into a full-time role where…",,
https://www.onlinejobs.ph/jobseekers/job/Facebook-Ads-Media-Buyer-1627388,Any,Facebook Ads Media Buyer,2026-04-20 02:17:11,$1000,"We need someone who is online often and can quickly upload ads to Facebook Ads Manager when asked. We will give you the full ad (copy, video, image, settings). You just need to upload exactly as instructed, nothing else. Requirements:…","Facebook Ads, Media Buying",
https://www.onlinejobs.ph/jobseekers/job/Social-Media-Video-Editor-VA-TikTok-Reels-Content-Posting-1627317,Part Time,Social Media Video Editor & VA (TikTok / Reels / Content Posting),2026-04-20 02:12:05,$3.5,"We are building a new recruitment platform called Vocatio and are looking for a reliable Virtual Assistant to manage our social media content. Your role is to take raw videos and turn them into posted, tracked content across multiple platforms.…","Social Media Content Creation, Video Content Creation, Social Media Video Editing",
https://www.onlinejobs.ph/jobseekers/job/Web-Crawler-designer-24420,Freelance,Web Crawler designer,2026-04-20 03:15:37,depending on experience,I need someone with experience in designing a Web Crawler (for excel) to create lists that will go to superpages.com and get all the business information on specifics industries and locations. Raul,,
https://www.onlinejobs.ph/jobseekers/job/VIDEO-EDITING-1627407,Full Time,VIDEO EDITING,2026-04-20 03:14:10,$800-$1100 mo,"MEDIA GRINDERS LLC Job Posting Video Editor — YouTube & Social Media Content Remote • Philippines • Independent Contractor • Month-to-Month Company Media Grinders LLC Location Remote — Philippines preferred Type Independent Contractor — Month-to-Month Pay $800–$1,100/month USD (based on…","Film Editing, Social Media Video Editing",
https://www.onlinejobs.ph/jobseekers/job/AI-Video-Creator-Claymation-Style-Supplement-Marketing-1627406,Gig,AI Video Creator (Claymation Style) – Supplement Marketing,2026-04-20 03:13:31,$25,"We’re looking for an experienced AI video creator who can produce high-converting, claymation-style videos for a supplement brand. You must be skilled with tools like Kling AI (or similar) and understand how to create engaging, native-style ad creatives that don’t…",,
https://www.onlinejobs.ph/jobseekers/job/VA-Data-Structuring-Visualization-Miro-Preferred-1627405,Any,VA / Data Structuring & Visualization (Miro Preferred),2026-04-20 03:12:17,$400 per month,Role We are looking for a smart and proactive Virtual Assistant who can: Process and structure data Turn complex information into clear visual overviews Think along and improve how information is organized Experience with Miro (or similar tools) is highly…,"Data Entry, Data Visualization, Virtual Assistant",
https://www.onlinejobs.ph/jobseekers/job/AI-Editor-1608006,Full Time,AI Editor,2026-04-20 03:10:34,USD 5.00 / HOUR,"HIRING: AI EDITOR REMOTE /WFH - FLEXIBLE SCHEDULE - LONGTERM We are looking for someone who has real experience training AI models. This job is for people who know how to train full AI models from the beginning, not just…",,
https://www.onlinejobs.ph/jobseekers/job/Instagram-Manager-1608001,Full Time,Instagram Manager,2026-04-20 03:10:31,USD 2.50 / HOUR,"HIRING: Instagram Manager REMOTE/WFH - FLEXIBLE SCHEDULE - LONGTERM Are you a creative, reliable Instagram expert who knows how to grow accounts strategically—not just post content? If you love spotting trends early, crafting engaging Reels, and building organic audiences, this…",,
https://www.onlinejobs.ph/jobseekers/job/Amazon-sourcer-1627404,Part Time,Amazon sourcer,2026-04-20 03:10:30,$2/h,ONLINE ARBITRAGE Looking to grow our team!Seeking one part time position who will undergo a trial period of one week paid before being brought on as part time. We are more than an Amazon arbitrage (OA) business. If you seek…,"Seller Central, Keepa, Seller Amp SAS",
https://www.onlinejobs.ph/jobseekers/job/E-commerce-Product-Page-Optimization-Specialist-Conversion-Focused-1627403,Any,E-commerce Product Page Optimization Specialist (Conversion-Focused),2026-04-20 03:04:46,$700 per month,About Us We run multiple fast-growing e-commerce stores and focus on building high-converting product pages. Role We’re looking for an experienced specialist who can improve product pages by combining: - Conversion-focused product images (infographics) - High-performing SEO titles - Strong…,"E-Commerce, Product Analysis, Product Optimization",
https://www.onlinejobs.ph/jobseekers/job/Trading-Assistant-1601520,Full Time,Trading Assistant,2026-04-20 02:57:32,400,"This job suits you if you have basic knowledge about technical analysis, financial markets and trading This job is about researching new strategies together with me, you'll be working side be side with me on my most important projects I…",,
https://www.onlinejobs.ph/jobseekers/job/AI-Reel-Creator-1617554,Full Time,AI Reel Creator,2026-04-20 02:57:32,350,"Im looking for a VA that can adapt to softwares that we use, training will be provided Good Computer, Internet and computer skill are needed I expect full commitment, this is a long term VA position","Video Content Creation, Video Editing",
https://www.onlinejobs.ph/jobseekers/job/Photo-editing-expert-E-commerce-1627401,Any,Photo editing expert / E-commerce,2026-04-20 02:55:07,$700 per month,"Job Title: Photo Editor (E-commerce) About Us We are a fast-growing e-commerce business managing multiple online stores. Our focus is on high-quality visuals that convert, and we are looking for a skilled Photo Editor to help us scale our content…","E-Commerce, Photo Editing",
https://www.onlinejobs.ph/jobseekers/job/Part-Time-Graphic-Designer-1015-hrsweek-1621302,Part Time,Part-Time Graphic Designer (10–15 hrs/week),2026-04-20 02:54:24,450,"Flexible, fast-paced, creative role We are looking for a graphic designer who can support us with incidental and flexible assignments on a weekly basis. This role is ideal for someone who can move quickly, work independently, and turn ideas into…","Photoshop, Figma, Social Media Video Editing",
https://www.onlinejobs.ph/jobseekers/job/Project-Manager-1627400,Full Time,Project Manager,2026-04-20 02:53:09,$4 to $7,"Project Manager (Publishing Company) – Remote | Strong English Required Company: CoolBird Publishing House Location: Remote (Work from Home) Schedule: Full-Time or Part-Time (Flexible) CoolBird Publishing House is a U.S.-based, full-service publishing company. We help aspiring authors, speakers, and coaches…","Workflow, English, Time Managment",
https://www.onlinejobs.ph/jobseekers/job/Social-Media-Marketer-Competitive-Salary-1627398,Full Time,Social Media Marketer (Competitive Salary),2026-04-20 02:44:23,"$1,500/month","(DO NOT EMAIL US YOUR RESUME. WE ONLY CONSIDER CANDIDATES WHO FILL OUT OUR APPLICATION BELOW) About the Role: If you're someone who loves social media marketing, gets just as excited about strategy as you do building out content, and…","Social Media Content Creation, Social Media Management, Social Media Marketing",
https://www.onlinejobs.ph/jobseekers/job/Claude-Design-Email-Designer-needed-1627396,Part Time,Claude Design Email Designer needed,2026-04-20 02:40:12,400 CAD/Month + BONUS,Hello there! We are a growing Email Marketing Agency with multiple e-commerce clients looking for an enthusiastic and professional Email Graphic Designer who specializes in designing with Claude Design. Claude Design is Anthropic's brand new AI design product that just…,"Graphic Design, AI Tools",
https://www.onlinejobs.ph/jobseekers/job/Motion-Designer-Video-Editor-for-YouTube-UI-Based-Explainer-Videos-Clean-SaaS-Style-1627395,Part Time,Motion Designer / Video Editor for YouTube (UI-Based Explainer Videos – Clean SaaS Style),2026-04-20 02:39:24,10,"We’re building a YouTube channel focused on clear, simple cybersecurity explanations. This is not a typical editing role. We are looking for someone who can combine: - motion design (UI-based animations) - video editing (pacing, flow, timing) into clean, minimal,…",,
https://www.onlinejobs.ph/jobseekers/job/Ethical-Hacker-for-educational-videos-1534337,Part Time,Ethical Hacker (for educational videos),2026-04-20 02:29:43,share your rate,Hi! For my Youtube videos I am looking for a person that has the ability to hack. You will create tutorial videos (documentation and screen record it). We will create videos like this: https://www.youtube.com/@zSecurity/videos You don't have to do the…,Cybersecurity,
https://www.onlinejobs.ph/jobseekers/job/AI-Expert-Build-Educational-content-1553619,Full Time,AI Expert - Build Educational content,2026-04-20 02:29:43,share your rate,"Hi, We are building courses around AI tools. You will: Build educational content around AI tools. We want to create courses about Lovable, Base44, Cursor etc. This role includes the following: 1. You will do research on which problems users…","Research Writing, AI Tools, Research",
https://www.onlinejobs.ph/jobseekers/job/Fengshui-expert-Interior-Designer-1561422,Gig,Fengshui expert (Interior Designer),2026-04-20 02:29:43,share your rate,"Hi, For my apartment I am looking for a Fengshui expert that can help me to structure the items in my apartment. Please respond with your experience & work you created so far.","Architectural Services, Design",
https://www.onlinejobs.ph/jobseekers/job/SEO-Expert-1567631,Part Time,SEO Expert,2026-04-20 02:29:43,share your rate,"Hi, For my Youtube channel I am looking for an SEO expert. You will: - Add timestamps > In my Youtube video description there needs to be timestamps. You need to match SEO keywords with what it being told in…","SEO, Content Management, Keyword Research",
https://www.onlinejobs.ph/jobseekers/job/Researcher-Outline-writer-for-Youtube-videos-1599838,Full Time,Researcher & Outline writer for Youtube videos,2026-04-20 02:29:43,share your rate,We are looking for a researcher and outline writer to help us create YouTube tutorial videos. Your role will be to research a topic and create a structured outline that our production team can use to record the video. You…,"Research Writing, Product Research, Research",
https://www.onlinejobs.ph/jobseekers/job/CRM-System-Builder-Gmail-1625225,Any,CRM System Builder (Gmail),2026-04-20 02:29:43,share your rate,"I’m looking for someone who can turn my Gmail inbox into a structured CRM system. I run a YouTube channel and receive a high volume of emails daily. Most get archived, but many of them are valuable long-term (brands, partnerships,…",CRM,
https://www.onlinejobs.ph/jobseekers/job/Sales-Representative-Commission-Based-Remote-1627392,Part Time,"Sales Representative (Commission-Based, Remote)",2026-04-20 02:29:01,$339/Month,"We're looking for a sales rep to handle inbound customer enquiries for a bespoke mechanical keyboard brand. No fixed hours, fully remote, and all processes will be taught. What you'll do: -Respond to inbound customer enquiries via WhatsApp -Guide customers…","Inbound Sales, Sales Support, Sales",
https://www.onlinejobs.ph/jobseekers/job/VAemail-marketingvideo-editorfamiliar-with-Warriorplusjvzoo-1627391,Full Time,VA/email marketing/video editor/familiar with Warriorplus/jvzoo,2026-04-20 02:28:11,,About the role I'm a solo digital entrepreneur running an affiliate marketing and digital product business. I promote offers on WarriorPlus and JVZoo to an email list and an online Skool community. I need a reliable full-time VA who can…,"Email Marketing, Video Editing, Virtual Assistant",
https://www.onlinejobs.ph/jobseekers/job/Inbound-Sales-Customer-Support-Phone-Text-1627390,Full Time,Inbound Sales & Customer Support (Phone + Text),2026-04-20 02:25:40,$800-$1200,"Hi, my name is Chase — I’m the owner of 31 Auto Detailing Co., a growing mobile auto detailing company based in New Jersey. We’re currently looking for a long-term Inbound Sales & Customer Support Representative to handle incoming calls…","Phone Support, Sales Support, Customer Service",
https://www.onlinejobs.ph/jobseekers/job/HIRING-NOW-Vuejs-Frontend-Developer-Landing-Pages-Tracking-Integrations-Fast-Growing-Marketing-CANADIAN-Company-1549679,Part Time,"HIRING NOW!! Vue.js Frontend Developer (Landing Pages, Tracking & Integrations – Fast Growing Marketing CANADIAN Company",2026-04-20 02:22:47,1200,"Hey there! I'm looking for a Vue.js Frontend Developer to work on existing client websites and landing pages. In the beginning, this is an on-call / part-time role, but it can grow into a full-time position if you prove to…",Vue JS,
https://www.onlinejobs.ph/jobseekers/job/HIRING-NOW-Frontend-Grafana-Dashboard-Developer-Data-Visualization-Fast-Growing-Marketing-CANADIAN-Company-1580072,Part Time,HIRING NOW!! Frontend Grafana Dashboard Developer – Data Visualization – Fast Growing Marketing CANADIAN Company,2026-04-20 02:22:43,1100,"Hey there! I'm looking for a HIGHLY TEACHABLE (Willing to Learn) junior to mid-level Grafana / Frontend Analytics Developer with excellent written English to build and refine client dashboards and analytics interfaces. In the beginning, this is an on-call/part-time job,…",Web Programming,
https://www.onlinejobs.ph/jobseekers/job/OMG-NEEDED-NOW-Awesome-WordPress-Designer-Landing-Page-Designer-Fast-Growing-Marketing-CANADIAN-Company-1612881,Any,OMG!! NEEDED NOW!! Awesome WordPress Designer – Landing Page Designer – Fast Growing Marketing CANADIAN Company,2026-04-20 02:22:41,1000,"Hey there! I'm looking for an Experienced WordPress Designer with excellent written English to create engaging, high-converting landing pages for our marketing campaigns. In the beginning, this is an on-call/part-time job, but it can grow into a full-time role where…",,
https://www.onlinejobs.ph/jobseekers/job/Facebook-Ads-Media-Buyer-1627388,Any,Facebook Ads Media Buyer,2026-04-20 02:17:11,$1000,"We need someone who is online often and can quickly upload ads to Facebook Ads Manager when asked. We will give you the full ad (copy, video, image, settings). You just need to upload exactly as instructed, nothing else. Requirements:…","Facebook Ads, Media Buying",
https://www.onlinejobs.ph/jobseekers/job/Social-Media-Video-Editor-VA-TikTok-Reels-Content-Posting-1627317,Part Time,Social Media Video Editor & VA (TikTok / Reels / Content Posting),2026-04-20 02:12:05,$3.5,"We are building a new recruitment platform called Vocatio and are looking for a reliable Virtual Assistant to manage our social media content. Your role is to take raw videos and turn them into posted, tracked content across multiple platforms.…","Social Media Content Creation, Video Content Creation, Social Media Video Editing",
https://www.onlinejobs.ph/jobseekers/job/Web-Crawler-designer-24420,Freelance,Web Crawler designer,2026-04-20 03:15:37,depending on experience,I need someone with experience in designing a Web Crawler (for excel) to create lists that will go to superpages.com and get all the business information on specifics industries and locations. Raul,,
https://www.onlinejobs.ph/jobseekers/job/VIDEO-EDITING-1627407,Full Time,VIDEO EDITING,2026-04-20 03:14:10,$800-$1100 mo,"MEDIA GRINDERS LLC Job Posting Video Editor — YouTube & Social Media Content Remote • Philippines • Independent Contractor • Month-to-Month Company Media Grinders LLC Location Remote — Philippines preferred Type Independent Contractor — Month-to-Month Pay $800–$1,100/month USD (based on…","Film Editing, Social Media Video Editing",
https://www.onlinejobs.ph/jobseekers/job/AI-Video-Creator-Claymation-Style-Supplement-Marketing-1627406,Gig,AI Video Creator (Claymation Style) – Supplement Marketing,2026-04-20 03:13:31,$25,"We’re looking for an experienced AI video creator who can produce high-converting, claymation-style videos for a supplement brand. You must be skilled with tools like Kling AI (or similar) and understand how to create engaging, native-style ad creatives that don’t…",,
https://www.onlinejobs.ph/jobseekers/job/VA-Data-Structuring-Visualization-Miro-Preferred-1627405,Any,VA / Data Structuring & Visualization (Miro Preferred),2026-04-20 03:12:17,$400 per month,Role We are looking for a smart and proactive Virtual Assistant who can: Process and structure data Turn complex information into clear visual overviews Think along and improve how information is organized Experience with Miro (or similar tools) is highly…,"Data Entry, Data Visualization, Virtual Assistant",
https://www.onlinejobs.ph/jobseekers/job/AI-Editor-1608006,Full Time,AI Editor,2026-04-20 03:10:34,USD 5.00 / HOUR,"HIRING: AI EDITOR REMOTE /WFH - FLEXIBLE SCHEDULE - LONGTERM We are looking for someone who has real experience training AI models. This job is for people who know how to train full AI models from the beginning, not just…",,
https://www.onlinejobs.ph/jobseekers/job/Instagram-Manager-1608001,Full Time,Instagram Manager,2026-04-20 03:10:31,USD 2.50 / HOUR,"HIRING: Instagram Manager REMOTE/WFH - FLEXIBLE SCHEDULE - LONGTERM Are you a creative, reliable Instagram expert who knows how to grow accounts strategically—not just post content? If you love spotting trends early, crafting engaging Reels, and building organic audiences, this…",,
https://www.onlinejobs.ph/jobseekers/job/Amazon-sourcer-1627404,Part Time,Amazon sourcer,2026-04-20 03:10:30,$2/h,ONLINE ARBITRAGE Looking to grow our team!Seeking one part time position who will undergo a trial period of one week paid before being brought on as part time. We are more than an Amazon arbitrage (OA) business. If you seek…,"Seller Central, Keepa, Seller Amp SAS",
https://www.onlinejobs.ph/jobseekers/job/E-commerce-Product-Page-Optimization-Specialist-Conversion-Focused-1627403,Any,E-commerce Product Page Optimization Specialist (Conversion-Focused),2026-04-20 03:04:46,$700 per month,About Us We run multiple fast-growing e-commerce stores and focus on building high-converting product pages. Role We’re looking for an experienced specialist who can improve product pages by combining: - Conversion-focused product images (infographics) - High-performing SEO titles - Strong…,"E-Commerce, Product Analysis, Product Optimization",
https://www.onlinejobs.ph/jobseekers/job/Trading-Assistant-1601520,Full Time,Trading Assistant,2026-04-20 02:57:32,400,"This job suits you if you have basic knowledge about technical analysis, financial markets and trading This job is about researching new strategies together with me, you'll be working side be side with me on my most important projects I…",,
https://www.onlinejobs.ph/jobseekers/job/AI-Reel-Creator-1617554,Full Time,AI Reel Creator,2026-04-20 02:57:32,350,"Im looking for a VA that can adapt to softwares that we use, training will be provided Good Computer, Internet and computer skill are needed I expect full commitment, this is a long term VA position","Video Content Creation, Video Editing",
https://www.onlinejobs.ph/jobseekers/job/Photo-editing-expert-E-commerce-1627401,Any,Photo editing expert / E-commerce,2026-04-20 02:55:07,$700 per month,"Job Title: Photo Editor (E-commerce) About Us We are a fast-growing e-commerce business managing multiple online stores. Our focus is on high-quality visuals that convert, and we are looking for a skilled Photo Editor to help us scale our content…","E-Commerce, Photo Editing",
https://www.onlinejobs.ph/jobseekers/job/Part-Time-Graphic-Designer-1015-hrsweek-1621302,Part Time,Part-Time Graphic Designer (10–15 hrs/week),2026-04-20 02:54:24,450,"Flexible, fast-paced, creative role We are looking for a graphic designer who can support us with incidental and flexible assignments on a weekly basis. This role is ideal for someone who can move quickly, work independently, and turn ideas into…","Photoshop, Figma, Social Media Video Editing",
https://www.onlinejobs.ph/jobseekers/job/Project-Manager-1627400,Full Time,Project Manager,2026-04-20 02:53:09,$4 to $7,"Project Manager (Publishing Company) – Remote | Strong English Required Company: CoolBird Publishing House Location: Remote (Work from Home) Schedule: Full-Time or Part-Time (Flexible) CoolBird Publishing House is a U.S.-based, full-service publishing company. We help aspiring authors, speakers, and coaches…","Workflow, English, Time Managment",
https://www.onlinejobs.ph/jobseekers/job/Social-Media-Marketer-Competitive-Salary-1627398,Full Time,Social Media Marketer (Competitive Salary),2026-04-20 02:44:23,"$1,500/month","(DO NOT EMAIL US YOUR RESUME. WE ONLY CONSIDER CANDIDATES WHO FILL OUT OUR APPLICATION BELOW) About the Role: If you're someone who loves social media marketing, gets just as excited about strategy as you do building out content, and…","Social Media Content Creation, Social Media Management, Social Media Marketing",
https://www.onlinejobs.ph/jobseekers/job/Claude-Design-Email-Designer-needed-1627396,Part Time,Claude Design Email Designer needed,2026-04-20 02:40:12,400 CAD/Month + BONUS,Hello there! We are a growing Email Marketing Agency with multiple e-commerce clients looking for an enthusiastic and professional Email Graphic Designer who specializes in designing with Claude Design. Claude Design is Anthropic's brand new AI design product that just…,"Graphic Design, AI Tools",
https://www.onlinejobs.ph/jobseekers/job/Motion-Designer-Video-Editor-for-YouTube-UI-Based-Explainer-Videos-Clean-SaaS-Style-1627395,Part Time,Motion Designer / Video Editor for YouTube (UI-Based Explainer Videos – Clean SaaS Style),2026-04-20 02:39:24,10,"We’re building a YouTube channel focused on clear, simple cybersecurity explanations. This is not a typical editing role. We are looking for someone who can combine: - motion design (UI-based animations) - video editing (pacing, flow, timing) into clean, minimal,…",,
https://www.onlinejobs.ph/jobseekers/job/Ethical-Hacker-for-educational-videos-1534337,Part Time,Ethical Hacker (for educational videos),2026-04-20 02:29:43,share your rate,Hi! For my Youtube videos I am looking for a person that has the ability to hack. You will create tutorial videos (documentation and screen record it). We will create videos like this: https://www.youtube.com/@zSecurity/videos You don't have to do the…,Cybersecurity,
https://www.onlinejobs.ph/jobseekers/job/AI-Expert-Build-Educational-content-1553619,Full Time,AI Expert - Build Educational content,2026-04-20 02:29:43,share your rate,"Hi, We are building courses around AI tools. You will: Build educational content around AI tools. We want to create courses about Lovable, Base44, Cursor etc. This role includes the following: 1. You will do research on which problems users…","Research Writing, AI Tools, Research",
https://www.onlinejobs.ph/jobseekers/job/Fengshui-expert-Interior-Designer-1561422,Gig,Fengshui expert (Interior Designer),2026-04-20 02:29:43,share your rate,"Hi, For my apartment I am looking for a Fengshui expert that can help me to structure the items in my apartment. Please respond with your experience & work you created so far.","Architectural Services, Design",
https://www.onlinejobs.ph/jobseekers/job/SEO-Expert-1567631,Part Time,SEO Expert,2026-04-20 02:29:43,share your rate,"Hi, For my Youtube channel I am looking for an SEO expert. You will: - Add timestamps > In my Youtube video description there needs to be timestamps. You need to match SEO keywords with what it being told in…","SEO, Content Management, Keyword Research",
https://www.onlinejobs.ph/jobseekers/job/Researcher-Outline-writer-for-Youtube-videos-1599838,Full Time,Researcher & Outline writer for Youtube videos,2026-04-20 02:29:43,share your rate,We are looking for a researcher and outline writer to help us create YouTube tutorial videos. Your role will be to research a topic and create a structured outline that our production team can use to record the video. You…,"Research Writing, Product Research, Research",
https://www.onlinejobs.ph/jobseekers/job/CRM-System-Builder-Gmail-1625225,Any,CRM System Builder (Gmail),2026-04-20 02:29:43,share your rate,"I’m looking for someone who can turn my Gmail inbox into a structured CRM system. I run a YouTube channel and receive a high volume of emails daily. Most get archived, but many of them are valuable long-term (brands, partnerships,…",CRM,
https://www.onlinejobs.ph/jobseekers/job/Sales-Representative-Commission-Based-Remote-1627392,Part Time,"Sales Representative (Commission-Based, Remote)",2026-04-20 02:29:01,$339/Month,"We're looking for a sales rep to handle inbound customer enquiries for a bespoke mechanical keyboard brand. No fixed hours, fully remote, and all processes will be taught. What you'll do: -Respond to inbound customer enquiries via WhatsApp -Guide customers…","Inbound Sales, Sales Support, Sales",
https://www.onlinejobs.ph/jobseekers/job/VAemail-marketingvideo-editorfamiliar-with-Warriorplusjvzoo-1627391,Full Time,VA/email marketing/video editor/familiar with Warriorplus/jvzoo,2026-04-20 02:28:11,,About the role I'm a solo digital entrepreneur running an affiliate marketing and digital product business. I promote offers on WarriorPlus and JVZoo to an email list and an online Skool community. I need a reliable full-time VA who can…,"Email Marketing, Video Editing, Virtual Assistant",
https://www.onlinejobs.ph/jobseekers/job/Inbound-Sales-Customer-Support-Phone-Text-1627390,Full Time,Inbound Sales & Customer Support (Phone + Text),2026-04-20 02:25:40,$800-$1200,"Hi, my name is Chase — I’m the owner of 31 Auto Detailing Co., a growing mobile auto detailing company based in New Jersey. We’re currently looking for a long-term Inbound Sales & Customer Support Representative to handle incoming calls…","Phone Support, Sales Support, Customer Service",
https://www.onlinejobs.ph/jobseekers/job/HIRING-NOW-Vuejs-Frontend-Developer-Landing-Pages-Tracking-Integrations-Fast-Growing-Marketing-CANADIAN-Company-1549679,Part Time,"HIRING NOW!! Vue.js Frontend Developer (Landing Pages, Tracking & Integrations – Fast Growing Marketing CANADIAN Company",2026-04-20 02:22:47,1200,"Hey there! I'm looking for a Vue.js Frontend Developer to work on existing client websites and landing pages. In the beginning, this is an on-call / part-time role, but it can grow into a full-time position if you prove to…",Vue JS,
https://www.onlinejobs.ph/jobseekers/job/HIRING-NOW-Frontend-Grafana-Dashboard-Developer-Data-Visualization-Fast-Growing-Marketing-CANADIAN-Company-1580072,Part Time,HIRING NOW!! Frontend Grafana Dashboard Developer – Data Visualization – Fast Growing Marketing CANADIAN Company,2026-04-20 02:22:43,1100,"Hey there! I'm looking for a HIGHLY TEACHABLE (Willing to Learn) junior to mid-level Grafana / Frontend Analytics Developer with excellent written English to build and refine client dashboards and analytics interfaces. In the beginning, this is an on-call/part-time job,…",Web Programming,
